Nom,Structure,Methodes Pratiquees,Horaires,Lien,Adresse,Ville,Dép.,Rég.
Dr Daniel ZERBIB,Cabinet médical,IVG médicamenteuse,01 60 17 65 65 ,https://www.ivglesadresses.org/centre_davortement/dr-daniel-zerbib/,Maison de santé,"77200, TORCY",77,11
Centre de Planification et d’Education Familiale STENAY,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.80.32.34 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-stenay/,"3, rue de Verdun","55700, STENAY",55,44
Dr Philippe PERRIN,Cabinet médical,IVG médicamenteuse,02 33 50 27 77 ,https://www.ivglesadresses.org/centre_davortement/dr-philippe-perrin/,82 rue de la Briqueterie,"50400, Granville",50,28
Dr Laurence LACROZE,Cabinet médical,IVG médicamenteuse,01 43 79 98 30 ,https://www.ivglesadresses.org/centre_davortement/dr-laurence-lacroze/,71 rue de la Roquette,"75011, PARIS",75,11
Dr Bérengère DUHOUX,Cabinet médical,IVG médicamenteuse,01 60 63 28 18 ,https://www.ivglesadresses.org/centre_davortement/dr-berengere-duhoux/,6 allée de la Croix Saint-Pierre,"77176, SAVIGNY-LE-TEMPLE",77,11
Dr Monique BARBERY,Cabinet médical,IVG médicamenteuse,01 78 46 43 04 ,https://www.ivglesadresses.org/centre_davortement/dr-monique-barbery-2/,20 rue de la Plaine,"75020, PARIS",75,11
Hélène Marion PELE,Cabinet sage-femme,IVG médicamenteuse,01 64 60 23 10 ,https://www.ivglesadresses.org/centre_davortement/helene-marion/,"24 Boulevard De La Gare, 91580 Etrechy","91580, Etrechy",91,11
Centre Hospitalier Universitaire de Grenoble,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Accueil;Du lundi au vendredi de 8h à 17h;04 76 76 54 09 04 76 76 75 75,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-universitaire-de-grenoble/,Quai Yermoloff,"38700, LA TRONCHE",38,84
Dr Valerie DOKHAN PEREZ,Cabinet médical,IVG chirurgicale (anesthésie locale),01 42 07 02 21 ,https://www.ivglesadresses.org/centre_davortement/dr-valerie-dokhan-perez/,32 Rue Des Meches,"94000, CRETEIL",94,11
Dr Franck PROUHET,Cabinet médical,IVG médicamenteuse,02 35 08 01 03 ,https://www.ivglesadresses.org/centre_davortement/dr-franck-prouhet/,16 rue Joseph Delattre,"76380, CANTELEU",76,28
Centre de Santé Tisserand,Centre de Santé,IVG médicamenteuse,"08:30 à 18:00:: lundi, mercredi et vendredi;08:30 à 17h:: mardi et jeudi;01 45 39 49 29 ",https://www.ivglesadresses.org/centre_davortement/centre-de-sante-tisserand/,92 Rue de Gergovie,"75014, Paris",75,11
Dr Raphaël HOCQUEMILLER,Cabinet médical,IVG médicamenteuse,01 49 61 99 84 ,https://www.ivglesadresses.org/centre_davortement/dr-raphael-hocquemiller/,40 rue du Bac,"94480, ABLON-SUR-SEINE",94,11
"Hôpital Femme, mère, enfant",Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,03.87.34.51.67 03.87.55.31.31,https://www.ivglesadresses.org/centre_davortement/hopital-femme-mere-enfant/,"1, rue Marie de Coëtlosquet","57245, Peltre",57,44
Dr Nathalie SEINCE / Hôpital Privé de Seine-Saint-Denis,Hôpital privé,IVG médicamenteuse,01 45 91 55 94 ,https://www.ivglesadresses.org/centre_davortement/dr-nathalie-seince-hopital-prive-de-seine-saint-denis/,7 avenue Henri Barbusse,"93150, LE BLANC-MESNIL",93,11
Dr Isabelle LEROY,Cabinet médical,IVG médicamenteuse,01 60 62 02 61 ,https://www.ivglesadresses.org/centre_davortement/dr-isabelle-leroy/,8 rue de la Madeleine,"77170, BRIE-COMTE-ROBERT",77,11
Dr Patrice HERBULOT – Clinique La Francilienne,Clinique,IVG médicamenteuse,01 64 43 43 10 ,https://www.ivglesadresses.org/centre_davortement/dr-patrice-herbulon/,Clinique La Francilienne - 16 avenue Jacques Heuclin,"77340, PONTAULT-COMBAULT",77,11
Dr René BERGER,Cabinet médical,IVG médicamenteuse,04 42 26 18 70 ,https://www.ivglesadresses.org/centre_davortement/dr-rene-berger-2/,10 Boulevard du Roy René,"13100, AIX-EN-PROVENCE",13,93
MGEN Strasbourg,Centre de Santé,IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,03 88 21 14 60 ,https://www.ivglesadresses.org/centre_davortement/mgen-strasbourg/,"4, place du Pont-aux-Chats","67085, Strasbourg",67,44
Dr Richard BAUDE,Cabinet médical,IVG médicamenteuse,01 39 75 63 32 ,https://www.ivglesadresses.org/centre_davortement/dr-richard-baude/,23 Clos du Ru,"78630, ORGEVAL",78,11
Centre de PMI et de Planification de Ris-Orangis,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Accueil;Lundi - De 13h30 à 17h;Mardi, Mercredi, Jeudi - De 9h à 12h et de 13h30 à 17h;Vendredi - De 9h à 12h;01 69 06 60 36 ",https://www.ivglesadresses.org/centre_davortement/centre-de-ris-orangis/,2 rue du Moulin à Vent,"91130, RIS-ORANGIS",91,11
Centre hospitalier de Loches,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,02 47 91 31 24 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-loches/,Rue du Dr Martinais,"37600, Loches",37,24
Dr Nathalie JEAN,Cabinet médical,IVG médicamenteuse,01 39 22 98 64 ,https://www.ivglesadresses.org/centre_davortement/dr-nathalie-jean/,5 rue du 19 Mars 1962,"78260, ACHERES",78,11
Dr Michaël REMY,Cabinet médical,IVG médicamenteuse,04 75 98 12 24 ,https://www.ivglesadresses.org/centre_davortement/dr-michael-remy/,Le Clos des Chênes Verts,"26130, MONTSEGUR SUR LAUZON",26,84
Dr Hervé Mathieu de Vienne,Cabinet médical,IVG médicamenteuse,02 35 87 78 78 ,https://www.ivglesadresses.org/centre_davortement/dr-herve-mathieu-de-vienne/,25 Rue Du 18 Juin 1940,"27670, Le Bosc Roger En Roumois",27,28
Centre Hospitalier de Fontainebleau,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 8h30 à 18h;01 60 74 12 64 Consultations IVG sur RDV;Standard 01 60 74 10 10,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-fontainebleau/,55 Boulevard Maréchal Joffre,"77300, FONTAINEBLEAU",77,11
Dr Michel BELIVIER,Cabinet médical,IVG médicamenteuse,01 55 17 27 57 ,https://www.ivglesadresses.org/centre_davortement/dr-michel-belivier/,30 rue Salvador Allende,"92000, NANTERRE",92,11
Hôpital Jean Verdier,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 8h à 16h30;01 48 02 68 47 (renseignements) / 65 86 (prise de RDV) Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 48 02 66 66,https://www.ivglesadresses.org/centre_davortement/hopital-jean-verdier/,Avenue du 14 Juillet,"93140, BONDY",93,11
Centre de PMI et de Planification de Palaiseau,Centre de Planification et d'Education Familiale,,Accueil;9h-12h30 et 13h30-17h du lundi au jeudi;9h-12h30 et 13h30-16h30 le vendredi.;01 60 14 17 81 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-de-palaiseau/,18 avenue de Stalingrad,"91120, PALAISEAU",91,11
Dr Natacha NITTING,Cabinet médical,IVG médicamenteuse,Secrétariat téléphonique de 9h à 11h et de 15h30 à 18h30;01 60 17 65 65 Cabinet médical ouvert de 9h à 12h et de 15h à 19h,https://www.ivglesadresses.org/centre_davortement/dr-natacha-nitting/,Maison de Santé,"77200, TORCY",77,11
Centre Hospitalier de Tourcoing – service d’Orthogénie,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale),03.20.69.41.48 ceivg@ch-tourcoing.fr,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-tourcoing-service-dorthogenie/,Hôpital Guy Chatillez,"59200, Tourcoing",59,32
Centre de Santé AGECSA Mistral-Eaux Claires,Centre de Santé,IVG médicamenteuse,Du lundi au vendredi de 8h30 à 12h et de 14h à 18h45;Samedi de 8h30 à 12h;04 76 21 40 41 ,https://www.ivglesadresses.org/centre_davortement/centre-de-sante-mistral-eaux-claires/,69 bis Avenue Rhin et Danube,"38100, GRENOBLE",38,84
Dr Adèle SIGAYRET – Hôpital Privé de la Seine Saint Denis,Hôpital privé,IVG médicamenteuse,01 45 91 55 40 ,https://www.ivglesadresses.org/centre_davortement/dr-adele-sigayret-hopital-prive-de-la-seine-saint-denis/,Hôpital Privé de la Seine Saint-Denis,"93150, LE BLANC-MESNIL",93,11
GHRMSA – Thann,Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,03 89 37 71 15 Mardi de 13h30 à 16h30;Mercredi,https://www.ivglesadresses.org/centre_davortement/ghrmsa-thann/,1-3 rue Saint-Jacques,"68800, Thann",68,44
Caroline Batlle,Cabinet sage-femme,IVG médicamenteuse, ,https://www.ivglesadresses.org/centre_davortement/caroline-batlle/,4 bis avenue du général de Gaulle,"08500, Revin",08,44
Centre de PMI et de Planification de Houilles,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 61 04 19 94 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-houilles/,21 rue Camille Pelletan,"78800, HOUILLES",78,11
Dr Stéphanie HENRY,Cabinet médical,IVG médicamenteuse,02 31 92 18 39 ,https://www.ivglesadresses.org/centre_davortement/dr-stephanie-henry/,9 rue Saint Quentin,"14400, Bayeux",14,28
Centre de PMI et de Planification des Lilas,Centre de Planification et d'Education Familiale,IVG médicamenteuse,01 43 63 97 38 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-les-lilas/,"18, Rue du Garde de Chasse","93260, LES LILAS",93,11
Dr Michel MOLINIER,Cabinet médical,IVG médicamenteuse,01 42 82 08 70 ,https://www.ivglesadresses.org/centre_davortement/dr-michel-molinier/,"46, rue Fontaine","75009, PARIS",75,11
Dr Claire-Noëlle COLLARDEY,Cabinet médical,IVG médicamenteuse,"01 43 35 15 29 Cabinet ouvert;Lundi, mardi, jeudi, vendredi - De 9h à 12h et de 14h à 18h;Mercredi - De 14h à 19h",https://www.ivglesadresses.org/centre_davortement/dr-claire-noelle-collardey/,295 boulevard Raspail,"75014, PARIS",75,11
Dr Annick GRINSZTEIN,Cabinet médical,IVG médicamenteuse,01 48 78 46 88 ,https://www.ivglesadresses.org/centre_davortement/dr-annick-grinsztein/,10 rue de Maubeuge,"75009, PARIS",75,11
Centre de PMI et de Planification Saint-Denis,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Ouvert;Du lundi au vendredi;De 8h30 à 12h30 et de 13h30 à 17h30;01 49 45 69 57 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-saint-denis/,"56, rue Saint-Denis","93400, SAINT-OUEN",93,11
Centre de Planification et d’Education Familiale CONTREXEVILLE,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.08.02.33 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-contrexeville/,"102, rue Georges et Georgette Frottier","88140, Contrexeville",88,44
Centre de planification et d’éducation familiale Luneville,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Jours et horaires des consultations IVG;Lundi, mercredi et jeudi: 8h30-17h30, mardi et vendredi: 13h30-17h30;03.83.74.24.81 ",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-luneville/,1 Rue de l'Hôpital,"54300, LUNEVILLE",54,44
Antenne CPEF THAON,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.39.40.57 ,https://www.ivglesadresses.org/centre_davortement/antenne-cpef-thaon/,Place du Général de Gaulle,"88150, Thaon",88,44
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 33 32 30 58 02 33 32 30 30,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-21/,25 rue de Fresnay,"61000, Alençon",61,28
Dr Christian ROUSSEL,Cabinet médical,IVG médicamenteuse,04 96 13 08 60 ,https://www.ivglesadresses.org/centre_davortement/dr-christian-roussel/,245 avenue de Montolivet,"13012, MARSEILLE",13,93
Planning Familial Bourgoin,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Lundi de 9h à 16h30;Mardi et jeudi de 9h à 18h;Mercredi de 9h à 17h;Vendredi de 12h à 18h;04 74 28 32 22 Consultations pour IVG médicamenteuse;Mardi à 11h30;Jeudi et vendredi à 13h30,https://www.ivglesadresses.org/centre_davortement/planning-familial-bourgoin/,"14, Place Albert Schweitzer","38300, BOURGOIN-JALLIEU",38,84
Centre de Planification,Centre de Planification et d'Education Familiale,IVG médicamenteuse,01 34335790 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-et-de-pmi-les-gibus/,"112, rue du 18 juin","95120, ERMONT",95,11
Dr Marc UZAN,Cabinet médical,IVG médicamenteuse,01 34 27 53 26 ,https://www.ivglesadresses.org/centre_davortement/dr-marc-uzan/,32 rue de Mora,"95880, ENGHIEN-LES-BAINS",95,11
Hôpital local de Houdan,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Prise de rendez-vous;Mercredi et jeudi;01 30 59 77 94 Consultations sur RDV;Jeudi après-midi - De 12h à 17h,https://www.ivglesadresses.org/centre_davortement/hopital-local-de-houdan/,Locaux d'Oxyjeunes,"78550, HOUDAN",78,11
Centre de PMI et de Planification,Centre de Planification et d'Education Familiale,,01 34335630 Consultations sur rendez-vous;Sage-femme;Le mercredi de 9h à 12h;Le jeudi de 9h à 12h et de 14h à 17h;Consultation médico-psychologique;Le mardi de 9h à 12h et de 14h à 16h;Un mercredi sur 2 (le 1er et 3ème du mois) de 9h à 12h;Gynécologue;Le lundi de 14h à 17h;Conseillère conjugale;1 mercredi sur 2 (le 2ème et 4ème du mois) de 9h à 12h,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-et-de-planification-4/,Centre culturel Camille Claudel,"95210, SAINT-GRATIEN",95,11
Hôpital du Gier,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat ouvert;Du lundi au vendredi de 8h30 à 17h30;04 77 31 19 35 Standard 04 77 31 19 19,https://www.ivglesadresses.org/centre_davortement/hopital-du-gier/,19 Rue Victor Hugo,"42400, SAINT-CHAMOND",42,84
Centre Hospitalier Général,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat: 05 63 47 42 85 Standard: 05 63 47 47 47,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-general/,"22, Boulevard Général Sibille","81000, ALBI",81,76
Centre Hospitalier Métropole Savoie – Site d’Aix-les-Bains,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat ouvert;Du lundi au jeudi de 8h30 à 12h et de 13h30 à 17h;04 79 88 61 13 Consultations IVG sur RDV,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-metropole-savoie-site-daix-les-bains/,"49, Avenue du Grand Port","73100, AIX-LES-BAINS",73,84
Dr Yannick PACQUELET,Cabinet médical,IVG médicamenteuse,03 24 53 00 00 ,https://www.ivglesadresses.org/centre_davortement/dr-yannick-pacquelet/,"45/1 R Nicolas De Rumigny, 08380 Signy Le Petit","08380, Signy Le Petit",08,44
Centre Hospitalier Saint-Nazaire – Site d’Heinlex,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,"Secrétariat;Du lundi au vendredi - De 9h à 17h;02 40 90 52 30 Le centre est ouvert;Lundi, Jeudi: de 9h à 18h30;Mardi, Mercredi, Vendredi: de 9h à 17h;Pendant les vacances scolaires, le centre est ouvert;Du lundi au vendredi: de 9h à 17h",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-saint-nazaire-site-dheinlex/,Bâtiment Prévention et Promotion de la Santé - Site d’Heinlex,"44600, SAINT-NAZAIRE",44,52
Dr Dora LEVY,Cabinet médical,IVG médicamenteuse,Congés été 2015: présente tout l'été au cabinet;01 46 36 20 85 - Tapez 1 ,https://www.ivglesadresses.org/centre_davortement/dr-dora-levy/,391 rue des Pyrénées,"75020, PARIS",75,11
Centre Hospitalier de Saint-Dié-des-Vosges,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,"03.29.52.83.12 Du lundi au vendredi, 8h30 - 17h30;03.29.52.83.00",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-saint-die-vosges/,"26, rue du Nouvel Hôpital","88100, SAINT-DIE-DES-VOSGES",88,44
Centre de PMI et de Planification du Centre,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Ouvert;Du lundi au vendredi de 9h à 17h;01 43 32 92 47 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-du-centre/,"64, rue Henri Barbusse","93370, MONTFERMEIL",93,11
Centre de Planification et d’Education Familiale des Clayes-sous-Bois,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 30 55 38 18 Consultations gynécologiques sur rendez-vous et présence d’une conseillère conjugale;Tous les jeudis de 15h à 19h30,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-et-deducation-familiale-des-clayes-sous-bois/,6 bis avenue Debussy,"78340, LES CLAYES-SOUS-BOIS",78,11
Dr Maurice COHEN,Cabinet médical,IVG médicamenteuse,04 66 30 35 35 ,https://www.ivglesadresses.org/centre_davortement/dr-maurice-cohen/,Immeuble Le Liner,"30100, ALES",30,76
Centre Hospitalier Intercommunal Toulon – Hôpital Sainte Musse,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat: 04 94 14 57 54 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-intercommunal-toulon-hopital-sainte-musse/,"54, rue Henri Sainte Claire Deville","83000, TOULON",83,93
Centre de PMI et de Planification de Trappes,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 30 50 84 90 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-trappes/,4 rue Jean Moulin,"78190, TRAPPES",78,11
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 31 31 86 77 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-9/,"71, rue Henry Chéron","14100, Lisieux",14,28
Dr Jean-Philippe BOULANGER,Cabinet médical,IVG médicamenteuse,04 93 35 30 30 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-philippe-boulanger/,8 rue Isola,"06500, MENTON",06,93
Dr Serge SMADJA – Clinique CLAUDE BERNARD,Cabinet médical,IVG médicamenteuse,01 30 72 33 24 Standard 01 30 72 33 33,https://www.ivglesadresses.org/centre_davortement/dr-serge-smadja/,Clinique Claude Bernard,"95120, ERMONT",95,11
Centre de PMI et de Planification Christophe Colomb,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Ouvert;Du lundi au vendredi de 8h30 à 17h;(8h30 à 12h et 13h30 à 17h30 pendant les congés scolaires);01 48 53 09 12 Consultations de gynécologie, pré et postnatale, planification familiale, gratuites et sur rendez-vous.;Examens gynécologiques habituels, mise à disposition de préservatifs masculins et féminins, moyens de contraception d’urgence. Présence d'une conseillère conjugale et familiale.;Lundi de 13h à 15h - Vendredi de 14h à 16h",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-orly/,"15, rue Christophe Colomb","94310, ORLY",94,11
